2025-06-29 20:48:03 [INFO] [ForgeModLoader] Forge Mod Loader version 6.4.50.1,345 for Minecraft 1.6.4 loading
2025-06-29 20:48:03 [INFO] [ForgeModLoader] Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_202, running on Windows 10:amd64:10.0, installed at C:\Program Files\Java\jre1.8.0_202
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Java classpath at launch is minecraftforge-universal-1.6.4-9.11.1.1345.jar
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Java library path at launch is C:\Program Files\Java\jre1.8.0_202\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files\Python310\Scripts\;C:\Program Files\Python310\;C:\Program Files\ImageMagick-7.1.1-Q16-HDRI;C:\Program Files (x86)\Common Files\Intel\Shared Libraries\redist\intel64\compiler;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Neovim\bin;C:\Program Files\dotnet\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files\NVIDIA Corporation\NVIDIA app\NvDLISR;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\Git\cmd;C:\Users\OseanMan\AppData\Local\Microsoft\WindowsApps;C:\Users\OseanMan\AppData\Local\Microsoft\WinGet\Links;C:\Users\OseanMan\AppData\Local\atom\bin;C:\Users\OseanMan\AppData\Local\Programs\Microsoft VS Code\bin;.
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Enabling runtime deobfuscation
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Instantiating coremod class FMLCorePlugin
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Enqueued coremod FMLCorePlugin
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Instantiating coremod class FMLForgePlugin
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Enqueued coremod FMLForgePlugin
2025-06-29 20:48:03 [FINE] [ForgeModLoader] All fundamental core mods are successfully located
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Discovering coremods
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Examining for coremod candidacy Backpack-1.28.37-1.6.x.jar
xw=[xw : xw => net.minecraft.item.ItemFlintAndSteel (true) size 1193]	
big=[big : big => net.minecraft.client.renderer.texture.Stitcher (false) size 4856]	
awy=[awy : awy => net.minecraft.client.gui.inventory.GuiContainer (false) size 14220]	
agi=[agi : agi => net.minecraft.world.gen.structure.ComponentMineshaftCorridor (true) size 6198]	
bil=[bil : bil => net.minecraft.client.renderer.texture.TextureAtlasSprite (false) size 6732]	
bik=[bik : bik => net.minecraft.client.renderer.texture.TextureMap (false) size 7125]	
hn=[hn : hn => net.minecraft.server.management.ServerConfigurationManager (true) size 19703]	
yb=[yb : yb => net.minecraft.item.ItemHoe (true) size 2424]	
yc=[yc : yc => net.minecraft.item.Item (true) size 30913]	
yd=[yd : yd => net.minecraft.item.EnumToolMaterial (true) size 2100]	
ye=[ye : ye => net.minecraft.item.ItemStack (true) size 15004]	
biv=[biv : biv => net.minecraft.client.renderer.tileentity.TileEntityChestRenderer (false) size 3664]	
yh=[yh : yh => net.minecraft.item.ItemMap (true) size 6122]	
yi=[yi : yi => net.minecraft.item.ItemBucketMilk (true) size 1145]	
net.minecraft.server.MinecraftServer=[net/minecraft/server/MinecraftServer : net.minecraft.server.MinecraftServer => net.minecraft.server.MinecraftServer (true) size 25426]	
axm=[axm : axm => net.minecraft.client.gui.inventory.GuiContainerCreative (false) size 15977]	
yq=[yq : yq => net.minecraft.item.EnumRarity (false) size 1204]	
yv=[yv : yv => net.minecraft.item.ItemSeedFood (true) size 1895]	
yw=[yw : yw => net.minecraft.item.ItemSeeds (true) size 2008]	
yx=[yx : yx => net.minecraft.item.ItemShears (true) size 3596]	
ahl=[ahl : ahl => net.minecraft.world.gen.structure.ComponentScatteredFeatureDesertPyramid (true) size 6695]	
bjo=[bjo : bjo => net.minecraft.util.ResourceLocation (false) size 1758]	
ahm=[ahm : ahm => net.minecraft.world.gen.structure.ComponentScatteredFeatureJunglePyramid (true) size 6124]	
is=[is : is => net.minecraft.server.dedicated.DedicatedServer (true) size 10207]	
ahq=[ahq : ahq => net.minecraft.world.gen.structure.MapGenStronghold (true) size 4003]	
zh=[zh : zh => net.minecraft.item.ItemBlock (true) size 3994]	
iy=[iy : iy => net.minecraft.server.ServerListenThread (true) size 3680]	
ahw=[ahw : ahw => net.minecraft.world.gen.structure.ComponentStrongholdChestCorridor (true) size 3351]	
aia=[aia : aia => net.minecraft.world.gen.structure.ComponentStrongholdLibrary (true) size 4382]	
bkd=[bkd : bkd => net.minecraft.client.resources.LanguageManager (false) size 3876]	
je=[je : je => net.minecraft.server.gui.StatsComponent (true) size 4045]	
aif=[aif : aif => net.minecraft.world.gen.structure.ComponentStrongholdRoomCrossing (true) size 4150]	
zz=[zz : zz => net.minecraft.item.crafting.RecipeFireworks (true) size 3773]	
jl=[jl : jl => net.minecraft.world.WorldServerMulti (true) size 913]	
jm=[jm : jm => net.minecraft.entity.EntityTracker (true) size 5493]	
jq=[jq : jq => net.minecraft.server.management.PlayerInstance (true) size 4525]	
ain=[ain : ain => net.minecraft.world.gen.structure.MapGenStructure (true) size 5700]	
jr=[jr : jr => net.minecraft.world.gen.ChunkProviderServer (true) size 6996]	
js=[js : js => net.minecraft.world.WorldServer (true) size 20002]	
jv=[jv : jv => net.minecraft.entity.player.EntityPlayerMP (true) size 20120]	
jw=[jw : jw => net.minecraft.item.ItemInWorldManager (true) size 8353]	
ait=[ait : ait => net.minecraft.world.gen.structure.StructureComponent (true) size 11241]	
jx=[jx : jx => net.minecraft.entity.EntityTrackerEntry (true) size 11005]	
jy=[jy : jy => net.minecraft.network.NetLoginHandler (true) size 6525]	
aiv=[aiv : aiv => net.minecraft.world.gen.structure.StructureStart (true) size 4075]	
bkz=[bkz : bkz => net.minecraft.server.integrated.IntegratedServer (false) size 7494]	
aiy=[aiy : aiy => net.minecraft.world.gen.structure.StructureVillagePieces (true) size 5470]	
ka=[ka : ka => net.minecraft.network.NetServerHandler (true) size 23196]	
blc=[blc : blc => net.minecraft.server.integrated.IntegratedServerListenThread (false) size 2478]	
kd=[kd : kd => net.minecraft.network.NetworkListenThread (true) size 2427]	
ajj=[ajj : ajj => net.minecraft.world.gen.structure.ComponentVillageStartPiece (true) size 1193]	
aji=[aji : aji => net.minecraft.world.gen.structure.ComponentVillageHouse2 (true) size 4409]	
bln=[bln : bln => net.minecraft.client.audio.SoundManager (false) size 12620]	
ajm=[ajm : ajm => net.minecraft.world.gen.structure.ComponentVillage (true) size 5767]	
blt=[blt : blt => net.minecraft.client.gui.GuiMainMenu (false) size 14859]	
blv=[blv : blv => net.minecraft.stats.StatFileWriter (false) size 7174]	
la=[la : la => net.minecraft.stats.StatList (true) size 6252]	
bma=[bma : bma => net.minecraft.client.renderer.OpenGlHelper (false) size 1596]	
lc=[lc : lc => net.minecraft.logging.LogAgent (true) size 2719]	
lg=[lg : lg => net.minecraft.util.CryptManager (true) size 5160]	
akj=[akj : akj => net.minecraft.world.gen.layer.GenLayerBiome (true) size 1122]	
akq=[akq : akq => net.minecraft.world.gen.layer.GenLayer (true) size 3731]	
mk=[mk : mk => net.minecraft.util.WeightedRandomChestContent (true) size 2389]	
ali=[ali : ali => net.minecraft.world.storage.MapData (true) size 5560]	
alm=[alm : alm => net.minecraft.world.chunk.storage.AnvilSaveHandler (true) size 1234]	
alq=[alq : alq => net.minecraft.world.storage.SaveHandler (true) size 5737]	
als=[als : als => net.minecraft.world.storage.WorldInfo (true) size 9344]	
nj=[nj : nj => net.minecraft.potion.PotionEffect (true) size 5122]	
nn=[nn : nn => net.minecraft.entity.Entity (true) size 36908]	
nt=[nt : nt => net.minecraft.entity.EntityList (true) size 6113]	
amy=[amy : amy => net.minecraft.block.BlockRailBase (true) size 4263]	
amz=[amz : amz => net.minecraft.block.BlockBaseRailLogic (true) size 5680]	
of=[of : of => net.minecraft.entity.EntityLivingBase (true) size 32443]	
anf=[anf : anf => net.minecraft.block.BlockButton (true) size 6984]	
og=[og : og => net.minecraft.entity.EntityLiving (true) size 19031]	
ane=[ane : ane => net.minecraft.block.BlockFlower (true) size 3559]	
ang=[ang : ang => net.minecraft.block.BlockCactus (true) size 4079]	
ank=[ank : ank => net.minecraft.block.BlockChest (true) size 9099]	
anm=[anm : anm => net.minecraft.block.BlockCocoa (true) size 5336]	
anp=[anp : anp => net.minecraft.block.BlockComparator (true) size 6127]	
anr=[anr : anr => net.minecraft.block.BlockCrops (true) size 4882]	
anz=[anz : anz => net.minecraft.block.BlockDoor (true) size 6791]	
aof=[aof : aof => net.minecraft.block.BlockFarmland (true) size 3926]	
aoi=[aoi : aoi => net.minecraft.block.BlockFire (true) size 9418]
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aa (input size 3939), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aa (new size 5482)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aab (input size 2402), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aab (new size 4143)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aaf (input size 12619), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aaf (new size 13568)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aau (input size 3121), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aau (new size 4238)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aaw (input size 6149), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aaw (new size 8100)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class abr (input size 5179), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for abr (new size 6217)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class abw (input size 41161), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for abw (new size 65948)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class acg (input size 1466), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for acg (new size 5736)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aci (input size 5307), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aci (new size 7609)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class acl (input size 1872), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for acl (new size 6698)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class acq (input size 5752), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for acq (new size 8976)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class acu (input size 5564), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for acu (new size 9450)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class acv (input size 3334), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for acv (new size 5661)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class adr (input size 14285), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for adr (new size 22474)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aee (input size 8059), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aee (new size 11187)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aei (input size 2328), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aei (new size 9679)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aem (input size 3290), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aem (new size 5438)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aep (input size 8054), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aep (new size 13481)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aet (input size 8910), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aet (new size 13864)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aeu (input size 5462), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aeu (new size 8907)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aew (input size 5987), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aew (new size 8127)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class afc (input size 745), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for afc (new size 1069)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class afg (input size 990), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for afg (new size 1543)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class afl (input size 1924), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for afl (new size 2847)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class afo (input size 2993), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for afo (new size 4778)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class afp (input size 3392), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for afp (new size 3981)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class afq (input size 1534), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for afq (new size 2563)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class afz (input size 782), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for afz (new size 1124)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aga (input size 2816), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aga (new size 4373)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class agi (input size 5425), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for agi (new size 6676)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ahl (input size 6228), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ahl (new size 6896)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ahm (input size 5886), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ahm (new size 6501)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ahq (input size 3334), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ahq (new size 4358)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ahw (input size 3017), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ahw (new size 3717)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aia (input size 4054), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aia (new size 4765)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aif (input size 3882), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aif (new size 4536)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ain (input size 4861), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ain (new size 6289)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ait (input size 9150), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ait (new size 12326)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aiv (input size 3127), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aiv (new size 4464)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aji (input size 3806), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aji (new size 4648)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ajj (input size 870), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ajj (new size 1271)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ajm (input size 3385), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ajm (new size 5961)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class akj (input size 1054), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for akj (new size 1205)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class akq (input size 2163), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for akq (new size 3742)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ali (input size 4285), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ali (new size 6010)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class alq (input size 4811), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for alq (new size 6395)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class als (input size 6986), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for als (new size 9831)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class amy (input size 2404), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for amy (new size 4363)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class amz (input size 5119), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for amz (new size 6158)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class anf (input size 4927), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for anf (new size 7195)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ang (input size 1726), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ang (new size 4171)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ank (input size 6965), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ank (new size 9237)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class anm (input size 2518), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for anm (new size 5439)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class anr (input size 2499), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for anr (new size 4989)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class anz (input size 3708), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for anz (new size 7081)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aof (input size 2166), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aof (new size 4018)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aoi (input size 4755), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aoi (new size 9610)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aon (input size 980), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aon (new size 3500)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aos (input size 1643), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aos (new size 2370)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aoz (input size 4080), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aoz (new size 8191)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class apc (input size 3752), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for apc (new size 9810)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class apd (input size 4256), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for apd (new size 5156)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class apk (input size 940), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for apk (new size 2864)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class apl (input size 1361), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for apl (new size 3680)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class apy (input size 2224), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for apy (new size 3783)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aqb (input size 5257), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aqb (new size 8844)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aqc (input size 2234), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aqc (new size 3650)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aqi (input size 2194), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aqi (new size 3914)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aqq (input size 2925), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aqq (new size 6288)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aqv (input size 1288), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aqv (new size 3946)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aqy (input size 2263), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aqy (new size 4351)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aqz (input size 28719), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aqz (new size 50101)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class arj (input size 1184), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for arj (new size 3135)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class arw (input size 4505), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for arw (new size 6306)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class arx (input size 4808), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for arx (new size 6439)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class asg (input size 5214), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for asg (new size 6635)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class asi (input size 6979), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for asi (new size 8906)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class asp (input size 4426), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for asp (new size 7518)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ast (input size 6492), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ast (new size 9704)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class ata (input size 777), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for ata (new size 1109)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class atv (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for atv (new size 41724)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aul (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aul (new size 17121)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class aus (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for aus (new size 1410)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class auw (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for auw (new size 6884)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class auy (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for auy (new size 2076)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class avb (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for avb (new size 9632)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class avj (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for avj (new size 20697)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class awg (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for awg (new size 7219)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class awq (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for awq (new size 10332)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class awy (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for awy (new size 14211)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class axm (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for axm (new size 15968)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class b (input size 6336), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for b (new size 7918)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class bbo (input size 0), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for bbo (new size 1799)
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class bbs (input size 0), found 1 patch
